subject,activity,acc_x_mean,acc_x_std,acc_x_min,acc_x_max,acc_x_mad,acc_x_energy,acc_x_iqr,acc_y_mean,acc_y_std,acc_y_min,acc_y_max,acc_y_mad,acc_y_energy,acc_y_iqr,acc_z_mean,acc_z_std,acc_z_min,acc_z_max,acc_z_mad,acc_z_energy,acc_z_iqr,gyro_x_mean,gyro_x_std,gyro_x_min,gyro_x_max,gyro_x_mad,gyro_x_energy,gyro_x_iqr,gyro_y_mean,gyro_y_std,gyro_y_min,gyro_y_max,gyro_y_mad,gyro_y_energy,gyro_y_iqr,gyro_z_mean,gyro_z_std,gyro_z_min,gyro_z_max,gyro_z_mad,gyro_z_energy,gyro_z_iqr,corr_acc_x_acc_y,corr_acc_x_acc_z,corr_acc_y_acc_z
1,WALKING,-0.009256686177072227,0.4537874237594226,-0.8795454832971432,0.8178023884632171,0.399894894045047,0.20600871220119454,0.8208416174173507,1.0203606905908442,0.464627008089562,0.13932125708974977,1.948864247905709,0.40081956228568705,1.257014195549282,0.8039931055962208,0.09943890339995114,0.46244101689669614,-0.7249144161807395,0.942161488660914,0.40745326192615616,0.22373978961783522,0.8137326118693131,0.18354190733848103,17.254709790929102,-24.965981560526487,25.486521390574126,15.623974930242355,297.75869760093406,34.84555365732814,-1.5558910191239854,16.653631727457935,-25.699000663761375,24.562544235702994,14.881891754398673,279.7642465771843,32.3704315633804,-1.421010805693138,16.64218910105705,-26.6374957180547,26.284948831488776,14.875149663011351,278.9817297852387,32.63519015808618,0.5273269092309226,-0.5887186282109012,0.08394694862059934
1,WALKING,-0.004060577507831025,0.45880776993785344,-0.8538770958624502,0.7820647047840363,0.3977142601115134,0.21052105804504334,0.7817672729075555,0.9752001625766584,0.45964029564185194,0.08494569369170116,1.8993806509789044,0.402095669371537,1.16228455846727,0.8030835227589641,0.10133473794264161,0.4516313690298869,-0.6404933128396592,0.8570581538387602,0.3982478054993701,0.2142396226057137,0.8208166598359881,1.4092175828188616,16.672428770598223,-26.31888712245275,25.110964295268424,14.943221106064584,279.9557753063972,32.58869777686388,-1.329945335774752,16.99377277515401,-26.834052157725147,26.97288636994776,15.18354684814014,290.55706772971473,33.15081028946811,-0.7002375666642104,16.766297051548488,-26.527815070609627,24.885625527244287,15.145733461178487,281.5990494705313,33.51025810815028,0.8541079006896328,-0.7225059221030055,-0.8549686790634409
1,WALKING,-0.05479825916787799,0.4556273554367767,-0.8996737678161009,0.8637155092751801,0.39763279016441333,0.21059913623014073,0.7891488102541417,0.9830943399723724,0.4596249649714909,0.16436172727690063,1.8098972223814147,0.4039188969409234,1.1777295897107587,0.8074422310365899,0.10388618667756146,0.44533114168985594,-0.7914064385896935,0.8878773623072798,0.3915482321329577,0.20911216554119566,0.7576714329271436,0.6478829319431194,17.000876898578802,-24.644580859893175,24.91218447873291,15.297043951929481,289.4495676141335,33.63361767128471,0.8006833177446484,17.03625055464357,-24.766293374780272,26.405964912143745,15.40528220037054,290.87492673590793,33.41539108612643,-1.34158044562503,16.66653535238512,-24.93065134093781,26.153438165967465,14.948202897730987,279.57323874438646,30.914478380242315,-0.6468503810568939,-0.6028403401379904,-0.03791127246868811
1,WALKING,-0.04705230760497592,0.43203176134795584,-0.9415739858394284,0.8123553118265795,0.3745134350117513,0.18886536246437036,0.7037065533770606,1.0493780407031523,0.4414249820209456,0.10568127763505006,1.8179372848008581,0.39047550561046873,1.2960502870621795,0.8254194009300464,0.0748758059271023,0.45117312562849066,-0.7574411303066748,0.8997827617659292,0.39425185184963135,0.2091635756026149,0.7800688415098734,1.243269734351565,17.09368957372207,-25.458953986015096,26.177205158315676,15.3686849593165,293.73994287512915,34.31015407887874,-0.5049344056184704,17.12864721178864,-27.103477667305196,25.755084375870027,15.39556421423304,293.645514059892,34.27176018906383,1.6139622030836676,16.628155290411932,-25.688028028630804,24.65932385236318,14.902854643036289,279.10042235503704,32.55457762460498,-0.018951027232024967,0.6778371292838976,0.6292176836154875
1,WALKING,0.04510162709195788,0.43845245560269025,-0.8641830319117613,0.8561629083343962,0.38010326415549184,0.1942747125903711,0.7190925623668314,1.0298547282361512,0.44384702178357516,0.19416409015542813,1.8144531780679523,0.38668817470335715,1.257600940016506,0.7788758140944843,0.09079614051522601,0.4581849263501003,-0.7359064566555469,0.8843130919020575,0.40502346743277723,0.21817736586690745,0.8361167822458737,1.2937031714549194,16.929094775179195,-25.427403283256627,25.565781363289027,15.202506673002642,288.2679178028321,34.15965041595667,-0.8504464845319262,16.88327510214088,-24.538732900135834,25.451070552093565,15.261389888938053,285.7682373976228,33.7964097500363,0.05716261698545744,17.17271771064595,-25.624144891342944,27.327993162055005,15.50061651370229,294.9055011343138,34.07364551118671,0.9215851527085948,-0.818184083806724,-0.7084887637305921
1,WALKING,-0.01022095240494343,0.45967112538064014,-0.9105748786178788,0.8153321480955233,0.40572533289607593,0.2114020113767683,0.8059174893857992,0.9815955463997411,0.4622738650450631,0.16826613093881143,1.8959176465410863,0.4108808633573827,1.1772269430155078,0.793044164976674,0.07705822695427997,0.45598747081082563,-0.7095957535477055,0.9226716497491317,0.3999521745505542,0.2138625438777909,0.8220259476260687,1.3372302723918859,16.635854597264093,-25.143863554215226,26.674816302850658,14.810619564598028,278.5398429827141,31.86809788328599,0.6704213798558906,17.141462909321525,-26.472167733026396,26.93420151431653,15.408747909507465,294.27921549821343,33.354843188445,-1.4651881096641342,16.89638075809661,-25.52834274559481,24.120122943718812,15.081472174194808,287.6344589192784,32.07869758216306,0.9174998960901467,0.8292511308325832,0.9504352762141157
1,WALKING,-0.01105333488851356,0.4482376834641638,-0.814683137979812,0.8774088692687487,0.3904374702361083,0.20103919708947754,0.7401983046685807,0.9615532551594187,0.4549322737169165,0.19541890433778994,1.7817980486834188,0.3926187522790755,1.1315480361769177,0.7717213531618765,0.09317986732539586,0.4540322376246242,-0.6801463644958778,0.9352391384730822,0.40024663356163526,0.21482776047720156,0.7876580546862707,-1.4992035394255037,16.714509528408115,-25.413039212205888,24.671584605979323,14.862378530912569,281.62244002787156,32.313700731018464,-0.5750110703168618,16.944882156928035,-26.112882186797346,26.41357488248068,15.212356475910024,287.459669043165,33.96412700219257,0.43693687390537367,17.34046058328834,-26.20385344630474,26.087177044813423,15.572950995584378,300.8824870723549,35.379576167806285,0.8974757292203036,0.6462651765327487,0.33137013735671755
1,WALKING,-0.0498968016865418,0.43874706508639105,-0.8390392250706488,0.7885617884649705,0.3864834094206231,0.19498867794046792,0.7645754806630789,0.9635457668486679,0.4412259444644416,0.11943984826930526,1.8945539720831275,0.3818220259517875,1.123100778880526,0.7863360656580174,0.10541135945588581,0.4655838116953146,-0.7261516670702028,0.9143234472053964,0.41403229900811744,0.22787984041507608,0.8465731278624209,1.401160241691815,16.963901428009446,-25.82095864751694,26.957235473469623,15.267010215861626,289.73720168211884,33.48237623666525,-0.9153736357750625,17.08293711065757,-25.8230517093045,25.459379198756288,15.410126352572332,292.66464921975364,33.671235801570575,1.3845111611298313,16.714575924564766,-26.110823424703273,25.062299629667425,14.848315361378724,281.29391949333325,31.86294812935666,0.8140718214901088,-0.8327623273457319,-0.592417717680099
1,WALKING,0.005694213987815109,0.4413387627777663,-0.8144472077152861,0.8490703207681143,0.3852136112242743,0.19481232760314848,0.7423929614091272,1.0039665683673473,0.4527307421598168,0.1599436277489702,1.7875482666999316,0.40002108421417276,1.212913995295886,0.802736635133187,0.07403007933881452,0.4559986232569296,-0.7193241415431721,1.0071254837252428,0.3941266011180378,0.21341519705912637,0.7733031369356184,-1.317355248712658,16.836330015544203,-25.38163035274709,25.285398700040975,15.098041232407514,285.19743324362537,33.425262978059905,-0.6868101842230976,17.16775388987487,-24.59929273454728,24.699474897052205,15.524631620431908,295.2034818524663,34.45984901453936,-0.5325758123869401,17.323923246078156,-26.826112333203213,26.319734786652702,15.665631904798232,300.40195363194675,35.071478788547665,0.7575267852964414,0.08193769882980445,-0.4743132820218004
1,WALKING,0.0011356300856870003,0.44297198913714936,-0.9167606757067297,0.8269471442211755,0.38237035941053577,0.19622547281581426,0.7559336316023993,1.025041994528872,0.4409036092412929,0.174785608398013,1.7146441903891358,0.3876960683021611,1.2451070831897268,0.7434766053502712,0.06016499251736341,0.4400545978661828,-0.7649547565459683,1.0525744176197465,0.38079152278665496,0.19726787542778226,0.7438108281124693,0.3656382319288793,17.241524602123388,-26.5917687975437,25.319512083398447,15.485059249693577,297.4038619222741,34.05815246191089,-0.794500274092834,17.299108186152054,-25.957787212351676,25.941781091609435,15.552258649637759,299.8903747217266,35.449660379523166,0.4824339428460429,17.366888078161107,-25.999915544511037,26.438954074069333,15.653934075081956,301.84154402858434,35.99456349143796,0.2178199389381525,-0.7623368413843072,-0.6229806695886673
